order_id,session_id,customer_id,order_date,channel,device,category,campaign,ab_variant,gross_revenue,coupon_spend,net_revenue,gross_margin,returned,base_segment
O0002421,S0025972,C01969,2025-08-01T08:00:00,organic,mobile,home,seo,treatment,332.37,28.25,304.12,119.73,0,champion
O0002422,S0025974,C01969,2025-08-19T16:00:00,paid_search,mobile,electronics,always_on_search,treatment,371.15,31.55,339.6,134.63,1,champion
O0002423,S0025975,C01969,2025-08-19T20:00:00,organic,tablet,home,seo,treatment,391.93,33.31,358.62,145.62,0,champion
O0002424,S0025977,C01969,2025-10-25T16:00:00,organic,mobile,electronics,seo,treatment,227.4,19.33,208.07,79.39,0,champion
O0002425,S0025980,C01969,2025-12-11T16:00:00,social,mobile,apparel,summer_social,treatment,488.61,41.53,447.08,179.77,0,champion
O0002426,S0025990,C01970,2025-07-12T14:00:00,email,mobile,sports,crm_lifecycle,treatment,241.1,44.6,196.5,48.98,0,deal_seeker
O0002427,S0025993,C01970,2025-08-04T15:00:00,organic,mobile,home,seo,treatment,222.69,41.2,181.49,44.63,0,deal_seeker
O0002428,S0026007,C01971,2025-09-10T19:00:00,social,tablet,sports,summer_social,control,186.94,28.04,158.9,41.08,1,deal_seeker
O0002429,S0026019,C01972,2025-03-15T14:00:00,email,mobile,sports,crm_lifecycle,control,229.75,34.46,195.29,48.63,1,deal_seeker
O0002430,S0026042,C01973,2025-09-14T20:00:00,paid_search,mobile,sports,always_on_search,control,462.89,23.14,439.74,176.69,0,champion
O0002431,S0026047,C01973,2025-11-23T09:00:00,email,mobile,apparel,crm_lifecycle,control,278.91,13.95,264.96,103.29,0,champion
O0002432,S0026053,C01973,2025-12-26T10:00:00,organic,mobile,sports,seo,control,219.32,10.97,208.36,79.51,0,champion
O0002433,S0026115,C01978,2025-12-10T20:00:00,paid_search,mobile,beauty,always_on_search,control,70.15,7.72,62.44,11.36,0,new_or_low
O0002434,S0026207,C01986,2025-12-02T15:00:00,paid_search,mobile,sports,always_on_search,control,334.99,26.8,308.19,99.87,1,steady
O0002435,S0026225,C01988,2025-06-06T18:00:00,organic,mobile,home,seo,control,205.4,16.43,188.97,58.14,0,steady
O0002436,S0026242,C01989,2025-11-06T15:00:00,email,desktop,beauty,crm_lifecycle,control,259.39,20.75,238.64,78.52,0,steady
O0002437,S0026245,C01990,2025-09-25T18:00:00,direct,mobile,sports,brand_direct,control,325.41,16.27,309.14,121.84,0,champion
O0002438,S0026253,C01990,2025-11-03T08:00:00,affiliate,mobile,electronics,partner_cashback,control,344.64,24.13,320.52,126.62,0,champion
O0002439,S0026265,C01992,2025-03-13T21:00:00,social,desktop,electronics,summer_social,treatment,399.44,33.95,365.49,148.51,1,champion
O0002440,S0026285,C01992,2025-08-07T22:00:00,organic,desktop,beauty,seo,treatment,470.76,40.01,430.75,175.91,0,champion
O0002441,S0026290,C01992,2025-10-10T19:00:00,social,mobile,electronics,summer_social,treatment,469.32,39.89,429.42,172.36,0,champion
O0002442,S0026298,C01992,2025-11-13T15:00:00,email,mobile,home,crm_lifecycle,treatment,381.16,32.4,348.76,138.48,0,champion
O0002443,S0026299,C01992,2025-12-27T13:00:00,email,desktop,home,crm_lifecycle,treatment,645.24,54.85,590.4,242.97,0,champion
O0002444,S0026303,C01993,2025-11-25T15:00:00,direct,mobile,sports,brand_direct,treatment,134.21,24.83,109.38,23.72,0,deal_seeker
O0002445,S0026320,C01995,2025-05-06T15:00:00,paid_search,mobile,food,always_on_search,control,229.76,18.38,211.38,65.98,0,steady
O0002446,S0026337,C01996,2025-11-07T15:00:00,paid_search,mobile,beauty,always_on_search,control,202.77,30.42,172.36,41.98,0,deal_seeker
O0002447,S0026369,C02001,2025-07-24T22:00:00,paid_search,desktop,apparel,always_on_search,control,181.63,27.24,154.38,39.77,0,deal_seeker
O0002448,S0026370,C02001,2025-07-25T14:00:00,organic,mobile,apparel,seo,control,396.83,59.52,337.3,89.82,0,deal_seeker
O0002449,S0026371,C02001,2025-08-19T12:00:00,direct,desktop,apparel,brand_direct,control,223.61,33.54,190.07,50.12,0,deal_seeker
O0002450,S0026389,C02003,2025-09-15T16:00:00,direct,mobile,beauty,brand_direct,control,302.62,24.21,278.41,89.44,0,steady
O0002451,S0026415,C02007,2025-12-17T13:00:00,email,mobile,beauty,crm_lifecycle,treatment,141.99,16.33,125.66,35.98,0,steady
O0002452,S0026459,C02013,2025-08-20T13:00:00,social,mobile,apparel,summer_social,control,143.06,11.44,131.62,38.07,0,steady
O0002453,S0026469,C02014,2025-07-03T20:00:00,organic,mobile,beauty,seo,control,188.4,15.07,173.33,52.67,0,steady
O0002454,S0026475,C02014,2025-12-05T18:00:00,paid_search,mobile,apparel,always_on_search,control,186.94,14.95,171.98,52.19,0,steady
O0002455,S0026477,C02014,2025-12-14T15:00:00,organic,tablet,electronics,seo,control,133.63,10.69,122.94,38.03,0,steady
O0002456,S0026478,C02015,2025-09-26T08:00:00,paid_search,mobile,sports,always_on_search,control,221.57,17.73,203.84,63.35,0,steady
O0002457,S0026482,C02015,2025-10-22T17:00:00,organic,desktop,beauty,seo,control,180.41,14.43,165.98,53.09,0,steady
O0002458,S0026549,C02019,2025-09-27T09:00:00,direct,mobile,apparel,brand_direct,control,128.24,19.24,109.01,23.61,0,deal_seeker
O0002459,S0026564,C02022,2025-08-03T09:00:00,affiliate,desktop,electronics,partner_cashback,control,189.19,18.92,170.27,54.59,0,steady
O0002460,S0026577,C02023,2025-11-08T10:00:00,email,mobile,sports,crm_lifecycle,treatment,192.11,35.54,156.57,37.4,0,deal_seeker
O0002461,S0026579,C02024,2025-05-08T08:00:00,social,tablet,food,summer_social,control,593.48,47.48,546.0,186.1,0,steady
O0002462,S0026607,C02026,2025-04-10T11:00:00,affiliate,mobile,food,partner_cashback,control,414.21,28.99,385.22,153.79,0,champion
O0002463,S0026614,C02026,2025-06-22T15:00:00,organic,mobile,beauty,seo,control,251.57,12.58,238.99,92.38,0,champion
O0002464,S0026617,C02026,2025-07-20T12:00:00,organic,mobile,sports,seo,control,484.13,24.21,459.92,185.17,0,champion
O0002465,S0026622,C02026,2025-10-07T21:00:00,social,desktop,beauty,summer_social,control,252.41,12.62,239.79,95.71,0,champion
O0002466,S0026623,C02026,2025-10-15T19:00:00,direct,desktop,sports,brand_direct,control,435.5,21.77,413.72,168.76,0,champion
O0002467,S0026626,C02026,2025-11-17T08:00:00,direct,mobile,beauty,brand_direct,control,382.2,19.11,363.09,144.5,0,champion
O0002468,S0026633,C02027,2025-06-05T22:00:00,paid_search,mobile,food,always_on_search,treatment,330.89,28.13,302.76,119.16,0,champion
O0002469,S0026637,C02027,2025-07-13T14:00:00,email,mobile,beauty,crm_lifecycle,treatment,288.8,24.55,264.25,102.98,0,champion
O0002470,S0026643,C02027,2025-11-12T16:00:00,email,mobile,beauty,crm_lifecycle,treatment,501.74,42.65,459.09,184.82,0,champion
O0002471,S0026644,C02027,2025-12-03T21:00:00,direct,mobile,sports,brand_direct,treatment,285.36,24.26,261.1,101.66,0,champion
O0002472,S0026652,C02029,2025-02-13T19:00:00,organic,mobile,sports,seo,treatment,113.95,21.08,92.87,18.93,0,deal_seeker
O0002473,S0026655,C02029,2025-02-04T18:00:00,paid_search,mobile,sports,always_on_search,treatment,138.6,25.64,112.96,24.76,0,deal_seeker
O0002474,S0026677,C02030,2025-01-11T15:00:00,social,mobile,sports,summer_social,treatment,332.76,38.27,294.49,95.07,0,steady
O0002475,S0026690,C02030,2025-07-25T21:00:00,social,mobile,electronics,summer_social,treatment,486.98,56.0,430.98,142.84,0,steady
O0002476,S0026695,C02030,2025-11-12T10:00:00,affiliate,mobile,beauty,partner_cashback,treatment,230.01,31.05,198.96,61.63,0,steady
O0002477,S0026710,C02031,2025-07-10T13:00:00,paid_search,mobile,home,always_on_search,treatment,62.18,11.5,50.68,6.7,0,deal_seeker
O0002478,S0026717,C02031,2025-11-01T21:00:00,social,mobile,home,summer_social,treatment,124.33,23.0,101.33,21.39,0,deal_seeker
O0002479,S0026744,C02034,2025-10-11T11:00:00,social,mobile,sports,summer_social,control,286.12,42.92,243.2,62.53,0,deal_seeker
O0002480,S0026768,C02035,2025-11-27T11:00:00,email,desktop,home,crm_lifecycle,treatment,117.67,13.53,104.14,31.45,0,steady
O0002481,S0026787,C02036,2025-07-12T19:00:00,social,mobile,apparel,summer_social,treatment,459.01,52.79,406.22,134.18,0,steady
O0002482,S0026792,C02036,2025-12-14T14:00:00,organic,mobile,electronics,seo,treatment,165.65,19.05,146.6,43.31,0,steady
O0002483,S0026818,C02039,2025-05-22T10:00:00,paid_search,mobile,electronics,always_on_search,treatment,151.76,17.45,134.3,39.01,0,steady
O0002484,S0026829,C02039,2025-10-02T17:00:00,organic,mobile,apparel,seo,treatment,160.46,18.45,142.0,41.7,1,steady
O0002485,S0026853,C02041,2025-10-17T19:00:00,paid_search,mobile,apparel,always_on_search,treatment,340.14,62.93,277.22,72.39,0,deal_seeker
O0002486,S0026856,C02041,2025-11-17T12:00:00,social,desktop,home,summer_social,treatment,263.9,48.82,215.08,57.37,0,deal_seeker
O0002487,S0026864,C02042,2025-09-26T16:00:00,social,tablet,beauty,summer_social,control,196.49,15.72,180.77,58.27,0,steady
O0002488,S0026895,C02044,2025-07-03T08:00:00,organic,mobile,apparel,seo,control,323.95,16.2,307.75,121.25,0,champion
O0002489,S0026915,C02045,2025-10-19T15:00:00,social,desktop,apparel,summer_social,treatment,257.33,47.61,209.72,55.82,0,deal_seeker
O0002490,S0026917,C02045,2025-11-25T10:00:00,affiliate,desktop,apparel,partner_cashback,treatment,245.42,50.31,195.11,51.58,0,deal_seeker
O0002491,S0026931,C02046,2025-12-16T15:00:00,direct,mobile,electronics,brand_direct,control,265.28,21.22,244.05,77.42,0,steady
O0002492,S0026935,C02047,2025-04-12T18:00:00,email,desktop,food,crm_lifecycle,treatment,422.69,78.2,344.49,94.9,0,deal_seeker
O0002493,S0026938,C02047,2025-04-19T16:00:00,social,mobile,electronics,summer_social,treatment,265.56,49.13,216.43,54.76,0,deal_seeker
O0002494,S0026950,C02047,2025-11-21T19:00:00,paid_search,mobile,electronics,always_on_search,treatment,238.56,44.13,194.43,48.38,0,deal_seeker
O0002495,S0026966,C02048,2025-09-03T18:00:00,organic,tablet,apparel,seo,control,262.18,39.33,222.86,59.63,0,deal_seeker
O0002496,S0026985,C02050,2025-01-20T17:00:00,email,mobile,food,crm_lifecycle,treatment,311.52,45.17,266.35,74.57,0,new_or_low
O0002497,S0027007,C02051,2025-07-07T22:00:00,paid_search,mobile,electronics,always_on_search,control,477.89,23.89,453.99,182.68,0,champion
O0002498,S0027026,C02052,2025-03-05T22:00:00,social,mobile,apparel,summer_social,control,448.28,67.24,381.03,102.5,0,deal_seeker
O0002499,S0027030,C02052,2025-05-27T20:00:00,direct,desktop,food,brand_direct,control,96.79,14.52,82.27,18.86,0,deal_seeker
O0002500,S0027039,C02052,2025-11-27T18:00:00,social,mobile,food,summer_social,control,73.01,10.95,62.06,10.0,0,deal_seeker
O0002501,S0027040,C02052,2025-11-12T10:00:00,paid_search,mobile,apparel,always_on_search,control,109.71,16.46,93.25,19.04,0,deal_seeker
O0002502,S0027059,C02054,2025-05-27T21:00:00,email,mobile,home,crm_lifecycle,treatment,386.64,44.46,342.17,111.76,0,steady
O0002503,S0027066,C02054,2025-09-05T14:00:00,social,mobile,food,summer_social,treatment,142.45,16.38,126.07,36.12,0,steady
O0002504,S0027070,C02054,2025-09-04T16:00:00,email,mobile,home,crm_lifecycle,treatment,277.98,31.97,246.01,78.11,0,steady
O0002505,S0027072,C02054,2025-11-04T11:00:00,direct,mobile,apparel,brand_direct,treatment,141.28,16.25,125.03,35.76,0,steady
O0002506,S0027074,C02054,2025-11-07T22:00:00,affiliate,mobile,home,partner_cashback,treatment,366.44,49.47,316.97,102.94,0,steady
O0002507,S0027099,C02057,2025-06-13T12:00:00,paid_search,mobile,home,always_on_search,control,196.88,29.53,167.35,40.53,1,deal_seeker
O0002508,S0027112,C02058,2025-04-09T15:00:00,email,mobile,sports,crm_lifecycle,control,256.83,12.84,243.99,94.48,0,champion
O0002509,S0027116,C02058,2025-06-27T12:00:00,email,mobile,sports,crm_lifecycle,control,275.13,13.76,261.37,101.78,0,champion
O0002510,S0027118,C02058,2025-06-25T12:00:00,email,tablet,beauty,crm_lifecycle,control,189.76,9.49,180.27,70.71,0,champion
O0002511,S0027127,C02058,2025-10-18T09:00:00,paid_search,desktop,sports,always_on_search,control,586.91,29.35,557.57,229.18,0,champion
O0002512,S0027129,C02058,2025-10-07T08:00:00,paid_search,mobile,beauty,always_on_search,control,366.9,18.35,348.56,138.39,0,champion
O0002513,S0027134,C02058,2025-12-15T16:00:00,paid_search,mobile,sports,always_on_search,control,225.88,11.29,214.59,82.13,0,champion
O0002514,S0027136,C02059,2025-07-18T13:00:00,email,mobile,food,crm_lifecycle,treatment,102.93,19.04,83.89,16.33,0,deal_seeker
O0002515,S0027139,C02059,2025-08-07T20:00:00,direct,desktop,food,brand_direct,treatment,300.16,55.53,244.63,65.94,0,deal_seeker
O0002516,S0027140,C02059,2025-08-27T10:00:00,organic,mobile,food,seo,treatment,375.22,69.42,305.8,80.68,0,deal_seeker
O0002517,S0027161,C02061,2025-11-25T22:00:00,organic,mobile,home,seo,control,145.14,21.77,123.37,27.78,0,deal_seeker
O0002518,S0027186,C02062,2025-11-25T18:00:00,direct,mobile,beauty,brand_direct,treatment,157.56,18.12,139.44,40.8,0,steady
O0002519,S0027187,C02062,2025-12-05T16:00:00,paid_search,mobile,apparel,always_on_search,treatment,124.35,14.3,110.05,30.52,0,steady
O0002520,S0027195,C02064,2025-03-14T12:00:00,email,mobile,home,crm_lifecycle,treatment,295.65,54.7,240.96,61.88,0,deal_seeker
O0002521,S0027230,C02067,2025-06-23T13:00:00,social,desktop,sports,summer_social,control,213.08,23.44,189.64,53.79,0,new_or_low
O0002522,S0027237,C02068,2025-03-11T08:00:00,email,mobile,home,crm_lifecycle,treatment,347.62,64.31,283.31,74.16,0,deal_seeker
O0002523,S0027238,C02068,2025-03-23T10:00:00,social,mobile,apparel,summer_social,treatment,119.56,22.12,97.44,20.26,0,deal_seeker
O0002524,S0027243,C02068,2025-05-13T18:00:00,direct,mobile,beauty,brand_direct,treatment,150.32,27.81,122.51,27.53,0,deal_seeker
O0002525,S0027248,C02068,2025-06-09T20:00:00,direct,mobile,apparel,brand_direct,treatment,103.61,19.17,84.44,16.49,0,deal_seeker
O0002526,S0027253,C02068,2025-07-22T09:00:00,organic,mobile,food,seo,treatment,309.58,57.27,252.31,65.17,0,deal_seeker
O0002527,S0027275,C02070,2025-05-03T09:00:00,direct,tablet,sports,brand_direct,control,115.11,9.21,105.9,32.07,0,steady
O0002528,S0027285,C02071,2025-09-14T08:00:00,social,mobile,beauty,summer_social,control,270.72,21.66,249.06,79.17,0,steady
O0002529,S0027297,C02072,2025-02-01T15:00:00,paid_search,mobile,apparel,always_on_search,treatment,267.18,22.71,244.47,94.68,0,champion
O0002530,S0027305,C02072,2025-04-18T13:00:00,paid_search,mobile,food,always_on_search,treatment,480.01,40.8,439.21,176.47,0,champion
O0002531,S0027308,C02072,2025-06-10T12:00:00,paid_search,mobile,beauty,always_on_search,treatment,299.1,25.42,273.68,106.95,0,champion
O0002532,S0027318,C02072,2025-10-13T15:00:00,paid_search,desktop,apparel,always_on_search,treatment,239.55,20.36,219.18,87.06,0,champion
O0002533,S0027337,C02074,2025-09-24T16:00:00,direct,desktop,beauty,brand_direct,treatment,265.89,30.58,235.31,77.36,0,steady
O0002534,S0027362,C02076,2025-08-14T21:00:00,email,desktop,electronics,crm_lifecycle,treatment,215.61,39.89,175.72,45.96,0,deal_seeker
O0002535,S0027401,C02079,2025-03-25T15:00:00,direct,mobile,electronics,brand_direct,treatment,240.01,34.8,205.21,55.61,0,new_or_low
O0002536,S0027419,C02080,2025-10-19T08:00:00,paid_search,desktop,apparel,always_on_search,treatment,214.45,24.66,189.78,61.42,0,steady
O0002537,S0027437,C02083,2025-03-27T20:00:00,email,mobile,electronics,crm_lifecycle,treatment,195.18,22.45,172.73,52.46,0,steady
O0002538,S0027446,C02083,2025-06-05T09:00:00,email,mobile,electronics,crm_lifecycle,treatment,213.4,24.54,188.86,58.1,0,steady
O0002539,S0027460,C02084,2025-04-13T11:00:00,social,mobile,apparel,summer_social,treatment,313.43,26.64,286.79,112.45,0,champion
O0002540,S0027464,C02084,2025-05-12T12:00:00,affiliate,mobile,beauty,partner_cashback,treatment,390.11,40.96,349.15,138.64,0,champion
O0002541,S0027475,C02084,2025-09-08T21:00:00,paid_search,mobile,beauty,always_on_search,treatment,151.72,12.9,138.82,50.3,0,champion
O0002542,S0027477,C02084,2025-10-24T10:00:00,paid_search,mobile,beauty,always_on_search,treatment,219.47,18.65,200.81,76.34,0,champion
O0002543,S0027487,C02085,2025-06-12T19:00:00,paid_search,desktop,electronics,always_on_search,treatment,159.06,29.43,129.63,32.59,1,deal_seeker
O0002544,S0027511,C02086,2025-03-01T08:00:00,organic,mobile,beauty,seo,treatment,104.98,19.42,85.56,16.81,0,deal_seeker
O0002545,S0027528,C02088,2025-05-12T09:00:00,affiliate,desktop,apparel,partner_cashback,control,399.92,67.99,331.93,91.26,0,deal_seeker
O0002546,S0027545,C02089,2025-11-24T13:00:00,direct,mobile,beauty,brand_direct,treatment,184.77,21.25,163.52,49.23,0,steady
O0002547,S0027578,C02092,2025-08-19T09:00:00,organic,mobile,electronics,seo,control,135.4,20.31,115.09,25.38,0,deal_seeker
O0002548,S0027580,C02092,2025-09-26T16:00:00,affiliate,mobile,electronics,partner_cashback,control,160.6,27.3,133.3,30.66,0,deal_seeker
O0002549,S0027618,C02095,2025-02-09T20:00:00,organic,mobile,home,seo,treatment,432.32,36.75,395.58,158.14,0,champion
O0002550,S0027621,C02095,2025-02-13T15:00:00,paid_search,desktop,home,always_on_search,treatment,259.5,22.06,237.45,94.73,0,champion
O0002551,S0027623,C02095,2025-02-19T17:00:00,organic,mobile,home,seo,treatment,303.85,25.83,278.03,108.77,0,champion
O0002552,S0027624,C02095,2025-02-17T11:00:00,organic,mobile,home,seo,treatment,464.71,39.5,425.21,170.59,0,champion
O0002553,S0027625,C02095,2025-03-09T22:00:00,social,mobile,electronics,summer_social,treatment,230.9,19.63,211.28,80.74,0,champion
O0002554,S0027631,C02095,2025-05-01T19:00:00,organic,desktop,beauty,seo,treatment,517.64,44.0,473.64,193.93,0,champion
O0002555,S0027637,C02095,2025-08-18T16:00:00,direct,mobile,home,brand_direct,treatment,422.44,35.91,386.53,154.34,0,champion
O0002556,S0027639,C02095,2025-08-18T13:00:00,direct,mobile,home,brand_direct,treatment,383.11,32.56,350.55,139.23,0,champion
O0002557,S0027651,C02095,2025-12-25T21:00:00,organic,mobile,food,seo,treatment,353.21,30.02,323.19,127.74,0,champion
O0002558,S0027652,C02095,2025-12-11T22:00:00,social,mobile,sports,summer_social,treatment,290.14,24.66,265.48,103.5,0,champion
O0002559,S0027658,C02097,2025-09-12T17:00:00,social,desktop,home,summer_social,treatment,530.94,61.06,469.89,159.46,0,steady
O0002560,S0027667,C02098,2025-05-19T08:00:00,paid_search,mobile,apparel,always_on_search,treatment,277.87,31.95,245.91,78.07,0,steady
O0002561,S0027673,C02098,2025-09-07T22:00:00,paid_search,desktop,apparel,always_on_search,treatment,438.46,50.42,388.04,130.81,0,steady
O0002562,S0027681,C02099,2025-02-14T16:00:00,paid_search,mobile,home,always_on_search,control,222.91,33.44,189.47,46.95,0,deal_seeker
O0002563,S0027699,C02099,2025-10-02T08:00:00,email,mobile,beauty,crm_lifecycle,control,114.25,17.14,97.11,20.16,0,deal_seeker
O0002564,S0027706,C02100,2025-09-04T15:00:00,direct,mobile,beauty,brand_direct,control,256.84,12.84,244.0,94.48,0,champion
O0002565,S0027710,C02100,2025-11-07T13:00:00,paid_search,mobile,home,always_on_search,control,469.88,23.49,446.39,179.48,0,champion
O0002566,S0027711,C02100,2025-11-27T19:00:00,social,desktop,food,summer_social,control,243.9,12.19,231.7,92.32,0,champion
O0002567,S0027713,C02100,2025-12-22T14:00:00,social,mobile,beauty,summer_social,control,488.54,24.43,464.11,186.93,0,champion
O0002568,S0027730,C02101,2025-07-07T20:00:00,email,tablet,home,crm_lifecycle,treatment,342.9,39.43,303.46,101.21,1,steady
O0002569,S0027734,C02101,2025-08-24T12:00:00,social,tablet,beauty,summer_social,treatment,265.54,30.54,235.0,77.25,0,steady
O0002570,S0027736,C02101,2025-08-16T12:00:00,affiliate,tablet,beauty,partner_cashback,treatment,215.93,29.15,186.78,60.37,0,steady
O0002571,S0027739,C02101,2025-10-22T18:00:00,affiliate,mobile,beauty,partner_cashback,treatment,153.94,20.78,133.16,38.61,0,steady
O0002572,S0027743,C02102,2025-11-18T16:00:00,affiliate,mobile,food,partner_cashback,treatment,141.63,29.03,112.6,24.65,0,deal_seeker
O0002573,S0027745,C02102,2025-11-10T14:00:00,email,mobile,food,crm_lifecycle,treatment,344.02,63.64,280.38,73.31,0,deal_seeker
O0002574,S0027750,C02103,2025-06-01T12:00:00,paid_search,desktop,sports,always_on_search,treatment,163.53,13.9,149.63,57.85,0,champion
O0002575,S0027756,C02103,2025-07-24T09:00:00,paid_search,mobile,beauty,always_on_search,treatment,367.49,31.24,336.25,133.22,0,champion
O0002576,S0027760,C02103,2025-08-21T10:00:00,paid_search,mobile,food,always_on_search,treatment,356.53,30.3,326.22,129.01,0,champion
O0002577,S0027763,C02103,2025-09-22T16:00:00,social,mobile,food,summer_social,treatment,343.02,29.16,313.86,123.82,0,champion
O0002578,S0027766,C02103,2025-09-24T16:00:00,paid_search,mobile,sports,always_on_search,treatment,179.74,15.28,164.46,61.07,0,champion
O0002579,S0027770,C02103,2025-11-17T18:00:00,social,mobile,apparel,summer_social,treatment,327.49,27.84,299.66,117.86,0,champion
O0002580,S0027774,C02103,2025-12-05T21:00:00,affiliate,mobile,beauty,partner_cashback,treatment,575.45,60.42,515.03,208.31,0,champion
O0002581,S0027780,C02105,2025-02-20T11:00:00,email,mobile,electronics,crm_lifecycle,control,258.2,20.66,237.55,75.14,0,steady
O0002582,S0027786,C02105,2025-05-03T08:00:00,paid_search,mobile,beauty,always_on_search,control,167.36,13.39,153.97,45.89,0,steady
O0002583,S0027795,C02105,2025-10-02T16:00:00,organic,desktop,food,seo,control,105.43,8.43,96.99,28.95,0,steady
O0002584,S0027812,C02107,2025-01-15T11:00:00,email,mobile,food,crm_lifecycle,treatment,213.82,39.56,174.26,42.54,0,deal_seeker
O0002585,S0027816,C02107,2025-05-13T08:00:00,organic,mobile,electronics,seo,treatment,117.63,21.76,95.87,19.8,0,deal_seeker
O0002586,S0027818,C02107,2025-06-20T10:00:00,paid_search,desktop,food,always_on_search,treatment,151.79,28.08,123.71,30.88,0,deal_seeker
O0002587,S0027838,C02110,2025-09-01T18:00:00,affiliate,mobile,home,partner_cashback,treatment,122.77,25.17,97.6,20.31,1,deal_seeker
O0002588,S0027869,C02114,2025-01-05T10:00:00,organic,mobile,beauty,seo,treatment,304.86,25.91,278.95,109.16,0,champion
O0002589,S0027870,C02114,2025-01-10T13:00:00,paid_search,mobile,sports,always_on_search,treatment,494.66,42.05,452.61,182.1,0,champion
O0002590,S0027871,C02114,2025-01-11T17:00:00,social,desktop,sports,summer_social,treatment,362.44,30.81,331.64,134.29,0,champion
O0002591,S0027872,C02114,2025-01-17T21:00:00,direct,tablet,beauty,brand_direct,treatment,382.61,32.52,350.09,142.04,0,champion
O0002592,S0027877,C02114,2025-03-05T11:00:00,email,mobile,beauty,crm_lifecycle,treatment,359.63,30.57,329.06,130.2,0,champion
O0002593,S0027880,C02114,2025-04-21T13:00:00,organic,mobile,electronics,seo,treatment,308.31,26.21,282.1,110.48,0,champion
O0002594,S0027882,C02114,2025-04-08T22:00:00,paid_search,mobile,beauty,always_on_search,treatment,380.14,32.31,347.83,138.09,0,champion
O0002595,S0027891,C02114,2025-07-22T20:00:00,organic,mobile,beauty,seo,treatment,362.57,30.82,331.75,131.34,0,champion
O0002596,S0027901,C02114,2025-11-08T21:00:00,affiliate,tablet,beauty,partner_cashback,treatment,287.24,30.16,257.08,102.97,0,champion
O0002597,S0027916,C02116,2025-06-18T21:00:00,paid_search,mobile,sports,always_on_search,control,314.7,25.18,289.53,93.33,0,steady
O0002598,S0027918,C02116,2025-07-09T08:00:00,affiliate,tablet,home,partner_cashback,control,148.17,14.82,133.35,41.67,0,steady
O0002599,S0027919,C02116,2025-08-13T18:00:00,email,mobile,apparel,crm_lifecycle,control,218.79,17.5,201.28,62.45,0,steady
O0002600,S0027931,C02117,2025-02-17T13:00:00,paid_search,desktop,beauty,always_on_search,treatment,677.82,57.62,620.21,255.49,0,champion
O0002601,S0027940,C02117,2025-06-11T10:00:00,organic,mobile,food,seo,treatment,302.12,25.68,276.44,108.11,0,champion
O0002602,S0027942,C02117,2025-07-03T15:00:00,social,mobile,apparel,summer_social,treatment,347.14,29.51,317.63,125.41,0,champion
O0002603,S0027957,C02118,2025-08-20T19:00:00,paid_search,mobile,apparel,always_on_search,control,315.54,25.24,290.3,93.6,0,steady
O0002604,S0027984,C02121,2025-09-24T22:00:00,paid_search,tablet,apparel,always_on_search,control,175.32,14.03,161.29,51.45,0,steady
O0002605,S0027992,C02121,2025-12-12T15:00:00,organic,mobile,apparel,seo,control,199.9,15.99,183.91,56.37,0,steady
O0002606,S0028001,C02122,2025-10-20T09:00:00,paid_search,desktop,sports,always_on_search,control,243.62,19.49,224.13,73.44,0,steady
O0002607,S0028021,C02125,2025-03-22T15:00:00,paid_search,tablet,beauty,always_on_search,control,131.14,10.49,120.65,37.23,0,steady
O0002608,S0028041,C02127,2025-09-27T18:00:00,paid_search,desktop,beauty,always_on_search,treatment,292.22,24.84,267.38,107.3,1,champion
O0002609,S0028045,C02127,2025-12-14T12:00:00,paid_search,mobile,electronics,always_on_search,treatment,548.77,46.65,502.13,202.89,1,champion
O0002610,S0028059,C02128,2025-06-18T16:00:00,direct,mobile,home,brand_direct,treatment,658.98,121.91,537.07,147.75,0,deal_seeker
O0002611,S0028076,C02129,2025-08-15T19:00:00,email,mobile,apparel,crm_lifecycle,treatment,304.24,25.86,278.38,108.92,0,champion
O0002612,S0028077,C02129,2025-08-05T20:00:00,direct,desktop,electronics,brand_direct,treatment,380.04,32.3,347.73,141.05,0,champion
O0002613,S0028078,C02129,2025-08-04T21:00:00,direct,mobile,apparel,brand_direct,treatment,314.53,26.74,287.8,112.87,0,champion
O0002614,S0028080,C02129,2025-10-02T19:00:00,affiliate,mobile,apparel,partner_cashback,treatment,227.35,23.87,203.48,77.46,0,champion
O0002615,S0028081,C02129,2025-10-13T08:00:00,paid_search,mobile,home,always_on_search,treatment,394.76,33.55,361.21,143.71,0,champion
O0002616,S0028082,C02129,2025-11-22T12:00:00,organic,desktop,sports,seo,treatment,344.57,29.29,315.28,127.42,0,champion
O0002617,S0028083,C02129,2025-12-14T13:00:00,organic,desktop,apparel,seo,treatment,255.97,21.76,234.22,93.37,0,champion
O0002618,S0028087,C02129,2025-12-09T20:00:00,social,desktop,apparel,summer_social,treatment,273.82,23.27,250.55,100.23,0,champion
O0002619,S0028095,C02130,2025-04-25T12:00:00,organic,mobile,apparel,seo,control,293.6,23.49,270.11,86.54,0,steady
O0002620,S0028099,C02130,2025-05-04T11:00:00,paid_search,mobile,sports,always_on_search,control,188.06,15.05,173.02,52.56,0,steady
O0002621,S0028100,C02130,2025-05-26T22:00:00,organic,mobile,sports,seo,control,218.45,17.48,200.97,62.34,0,steady
O0002622,S0028142,C02133,2025-09-10T17:00:00,organic,mobile,beauty,seo,treatment,194.2,35.93,158.27,37.9,0,deal_seeker
